name,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00,2021-07-01 00:00:00,2021-08-01 00:00:00,2021-09-01 00:00:00,2021-10-01 00:00:00,2021-11-01 00:00:00,2021-12-01 00:00:00
Lisa Nilsson,292152,309847,316300,312807,311762,296668,394050,376826,353234,329098,329526,330648,329294,289344,289902,277809,297206,303583,425166,359618,319128,281555,468823,672471,491600,495437,468313,441560,462206,452722,521232,484405,412354,372074,356316,350873
Broadcast,292110,322274,336399,354960,329937,318338,326680,329780,360802,376508,332305,310348,309820,344418,336740,340005,353850,350080,318538,315560,325240,331626,329302,348223,331973,358516,386029,417661,462916,435907,426485,419539,392519,408849,416082,429729
L'aupaire,292031,317805,310659,430305,485269,421651,482848,497404,484178,519586,512222,491190,380750,385093,400790,413382,484446,509476,532973,586846,552678,509707,596188,693528,635636,634369,595952,684526,633327,656504,654444,603751,593732,628159,623922,604084
Confidence Man,291990,285495,278203,263422,217289,216154,222837,190388,187921,237465,194230,257505,342458,332950,361093,333755,311214,300938,306054,294823,313818,321070,283739,267030,270930,264347,266163,256135,256643,239425,240415,232181,243715,228570,219060,264102
The Cascades,291965,306325,313531,327592,345126,356978,351797,310963,316364,317171,334673,336204,305335,349337,358575,365089,387000,391770,380401,375360,378346,379770,381948,369792,308254,355461,395985,376497,406213,408458,394313,370184,380853,394583,380129,363681
SAYMYNAME,291963,214660,264824,248399,218453,233471,203399,209737,434554,465627,408992,347925,297610,312746,323703,296849,233881,221723,218671,446796,331376,340681,316368,299869,278078,301222,313427,302875,303166,318379,330550,320956,313637,298761,299933,285448
El Simbolo,291928,258491,264966,300084,291118,297237,318455,346236,363484,377283,362716,376229,489838,446654,424587,408153,423929,437367,457212,515232,552032,546812,539758,524518,602203,541375,578442,574502,580094,593635,609907,648790,676176,696596,677395,681073
Jimmy Somerville,291923,279591,267180,267474,277442,284748,287219,250627,237433,232313,238634,241554,233728,241613,259792,238678,258342,259453,261745,266668,267965,254929,240131,240554,234222,241431,270635,274529,278591,280861,287177,287563,302886,303177,302141,311463
Fishmans,291858,178006,152238,118680,107863,105484,125915,139099,141572,135435,130718,128809,137713,160503,157897,146938,166465,169923,196867,200051,225701,206652,199838,222481,210737,229196,243248,239398,246219,266775,278598,302064,262391,242486,275995,291490
Arthur Fiedler,291823,109618,110498,109348,105963,107713,103638,111541,118996,127159,133603,217625,589677,157555,244529,191750,176422,163810,149065,148230,147170,153227,162466,283969,705786,193179,174997,179268,178955,173828,157723,159905,161996,184565,213042,362921
William DeVaughn,291792,364451,370571,344962,354476,370474,374169,358272,413100,391543,404658,403328,364731,417691,420507,443171,520720,533500,544731,545854,537264,525914,512655,523927,477745,586920,593835,577355,644868,600853,556746,597976,601435,613206,606826,625448
3BallMTY,291787,257734,290661,303225,283612,313997,292920,342610,344022,328041,314798,309462,404813,448137,474828,443452,389026,395270,396624,397638,407975,408486,427276,449528,461373,474549,515464,550235,597545,628519,664532,685371,742062,727013,689970,677207
Ember Island,291675,311482,315515,310888,310169,320854,354001,332931,343366,351966,365276,366843,364040,376375,391620,462068,474787,464834,450556,447786,453739,460112,490403,680886,1069598,1423341,1614009,1560327,1420876,1303173,1232784,1178604,1139357,1129888,1113199,1103612
Christian Scott aTunde Adjuah,291613,316631,324190,318682,269255,256677,238233,272820,273068,279583,276653,272972,257048,282201,274091,272974,260033,255053,248334,240249,245779,331742,250703,248230,243815,258786,248746,227010,225034,209847,190467,186028,187113,188162,189221,196919
Will Young,291607,333784,388764,460738,557112,591525,592712,681138,654399,717871,737853,705154,701748,642645,676580,664666,726128,701149,655407,651383,640172,621082,621571,599739,586678,547563,636758,669456,722754,783686,725882,725511,763695,693769,717031,706576
Kinderen voor Kinderen,291544,226747,228338,245750,331975,273275,271359,310867,310637,293789,339250,349523,414810,353503,366709,342758,332451,309620,296874,364476,351500,345223,408760,430540,524445,424275,442790,453446,586550,550363,460988,481304,463568,418238,674747,598843
XS Project,291530,302201,305740,314101,321913,314497,337241,334109,341217,344336,355042,353845,387968,400938,398930,387515,365797,409367,401257,441499,442766,419176,410202,397066,391941,369278,379963,372568,380673,386763,371215,377583,365001,342423,338558,328004
Chris Norman,291524,312848,289065,289105,317090,312315,324331,328413,327103,315961,327405,335198,348341,362525,368969,361308,429803,447356,455852,449601,464787,457917,479991,497169,486729,494708,527972,541888,556685,556167,546956,537096,539092,530249,535830,542192
Mym,291475,349347,343353,360021,364355,304790,284085,246962,228457,219094,201554,186492,181801,171316,166398,137958,124404,126683,129762,133517,131249,128876,124662,111068,115002,115586,121928,120048,127298,122152,129901,130833,137809,133479,135748,133005
Shindy,291474,1697632,1810912,1923472,2282245,2345592,2342422,2559280,2033886,1897390,1840045,1760928,2540235,2030545,2249954,2001002,2707477,2428982,2532473,2248630,2348330,2140819,1907479,1777694,1689791,1567651,1620874,2494092,1992944,2101301,1952374,1870648,2415002,2461983,1981963,2391220
POLLO,291468,228903,220858,232937,274767,296233,312732,304332,319932,362469,367044,377039,428985,356253,345141,330310,302143,333994,342161,348449,381078,362840,373078,379848,375801,346840,346979,329961,331161,389698,364492,344187,413750,412023,402531,380714
Gasellit,291463,261323,240556,229139,222077,326276,384782,415455,342744,291543,248275,235598,246260,228999,227794,215009,342293,306832,425041,391678,343296,295035,354559,287331,253934,234754,375068,358666,338848,314528,351633,320314,258240,234403,225795,221153
Junior Murvin,291454,277233,276712,271970,300800,309600,352624,446539,421758,337910,302596,283559,278187,295828,308188,344100,416640,449426,444982,453396,433635,396746,309424,309017,340763,353266,370518,408464,456539,426647,493561,459215,384802,361959,361066,351213
Hank Jones,291438,194701,190405,176393,158539,161592,153356,159198,183392,198978,211925,247313,494309,179752,170722,173527,174229,167218,159284,143156,137584,137533,137269,185179,296425,241353,416762,395560,344190,335844,311698,294613,304552,347476,415293,703789
Slothrust,291384,259918,227094,202261,189512,159112,144766,147839,143501,163579,189185,194244,174068,181648,180814,164283,153060,152290,152162,152777,153204,150981,144488,151853,148590,154281,169961,210595,201224,196826,215305,217520,261509,269100,250974,232019
Grupo G,291364,275628,297992,312194,315713,331607,423204,422555,412211,433393,448804,484795,494272,481147,521662,517637,503795,527224,535152,517944,501891,483778,484219,498774,508629,488355,509922,531897,551975,641388,629002,581647,531879,527392,606970,647854
Hkeem,291306,264724,257465,267664,274137,259927,357260,322477,288202,392461,414102,364201,320250,295886,372139,316436,290798,294269,430450,368563,300891,262165,251299,230793,222750,328109,451508,417902,350061,394328,397581,391058,320360,297844,300619,305195
Billo's,291266,114506,104344,110583,113404,119117,123172,132194,143756,146939,146908,209031,450182,170004,155421,143397,153296,167340,179019,187284,217515,219726,230257,363150,714845,463620,248415,245193,247031,247548,259230,267894,289933,317285,327492,457979
Jerry Garcia,291206,306608,310889,345021,337647,355782,375003,376127,396339,401818,409766,429610,394774,433164,470377,474684,529986,587844,589002,574375,597314,550313,511904,514516,452041,514710,502614,519257,528247,549778,555733,548343,545713,522548,487116,474678
Robaer,291150,325300,384362,428736,471995,376683,410879,347661,295920,260907,244954,227002,216233,236508,219006,182571,166183,161933,176991,182678,167182,142208,124754,110313,102715,98917,102956,190005,171324,133145,137758,146624,162113,113500,138154,124316
Jon Brion,291137,343996,334387,326160,311458,310110,271376,268390,279249,323517,346064,365518,330687,344801,319143,316652,346311,324839,286986,269727,270038,287718,299893,315000,327749,371494,416719,434888,421602,417616,382146,387901,407442,551489,618955,628547
Max Manie,291077,297618,313244,323871,321070,328965,357131,366589,362851,337312,322636,312986,305189,320895,325603,325435,364015,384597,402932,410274,408755,350924,320750,368936,428654,384706,416910,433204,459327,473362,507748,625678,660903,456344,529974,508717
Nitti Gritti,291054,264054,196701,208545,205840,217508,227871,296040,293565,313421,264283,338853,415604,431919,588756,566172,523466,523111,509600,416844,382926,382507,357257,338302,335859,398039,377327,403504,388089,829543,1548268,1403985,1295096,1210153,1163736,1148111
Cihan Mürtezaoğlu,291042,265685,271176,322174,319924,335555,393964,415921,460221,490790,546315,566861,594632,581205,589143,590020,589142,553885,568427,560018,600456,603639,609081,587735,569803,573520,586227,621015,621203,579981,584019,540190,544569,598216,636041,640600
M2H,290971,342803,403351,360977,361944,336645,318002,317074,371410,381337,408208,396643,387107,405954,404237,427294,549874,524018,519791,459029,494242,507135,505266,488881,455256,465484,464094,458387,453100,443926,438471,411288,423739,414556,421739,426864
Los Telez,290970,286665,307334,315093,330908,355975,377738,382497,405094,426415,416537,431539,431523,422018,459398,498824,509191,540025,538640,542475,557819,539532,569336,587638,566293,556844,561094,590281,638373,977760,881820,689207,640075,643759,912731,928809
Illa J,290962,323272,317558,289625,283647,278638,286876,265337,284999,303883,309483,309828,292896,304885,322477,303758,291860,316619,306583,295287,278510,278460,259250,257608,231411,271959,296088,281674,267476,255078,265103,369358,363719,611401,594352,536863
Sarsa,290902,234683,239637,224312,221782,234088,311616,362624,381425,332590,340998,338301,447855,361818,352019,324864,302157,313245,327801,313185,305298,289068,263162,252276,359616,239831,250253,240644,251351,277307,302809,274411,300176,314828,349697,330208
Nursery Rhymes 123,290896,288049,284773,302578,300613,294530,299749,305706,316770,323902,335916,352500,358195,360801,364298,359988,345973,329468,379937,455673,479882,491808,452788,474516,551034,448926,437425,441298,427670,421826,402656,366571,359232,357662,375432,409564
Tim Buckley,290885,358656,367521,369811,366564,360098,359764,367839,392046,429489,466739,492315,471798,531531,536548,567086,616072,600262,566402,532111,516020,518230,491439,486184,422595,458306,473836,447474,452865,429254,409422,379307,379284,368845,379934,367951
Kamaiyah,290861,317113,332807,341440,335043,342233,729158,619183,573116,543186,546613,619146,1477717,1873044,2505755,2254932,1768597,1898416,1905464,1536250,1397482,1582571,1246722,1040371,1199982,959266,924251,910321,870991,860122,828746,775323,758962,756730,794635,776096
Jaira Burns,290740,366897,269803,250270,246914,239043,235882,250750,284514,259643,261574,249471,225424,222757,225779,216120,209379,211714,237566,259365,271036,290522,228946,292960,273793,269603,282145,291770,298218,283465,295311,290171,292133,282958,293527,301978
Proleter,290710,277410,285782,291337,290310,297858,309044,310657,307473,318587,322578,341762,328290,341467,342729,338256,336908,350577,364134,373962,367946,353149,368984,356923,355755,390090,391726,409696,405199,407251,413278,381628,375511,359336,352731,355272
ilham,290630,238130,217086,270485,67208,156092,78236,156510,266003,265382,310828,193286,157836,141078,310192,345076,155304,146013,96328,73033,60089,53173,44263,42151,41515,43876,43636,42521,40304,38789,35998,32701,29911,29882,69809,55281
Bars and Melody,290611,276378,262754,286264,279656,266926,264594,274962,279209,299554,456551,414005,447467,412582,422710,456388,442355,411743,384294,373857,353644,344525,345963,368181,370959,381317,390621,392726,431157,409943,365491,346033,333348,341801,352853,340077
Pilot,290575,235852,256902,271763,283308,295218,303829,312716,308111,296839,312236,319427,351886,325389,336986,340254,380768,386955,384563,393177,380325,372098,358667,361983,440074,369664,395301,414118,425899,435772,428442,450002,450332,444234,453412,443580
Agoria,290515,523853,621115,672145,641854,594658,656086,690851,720185,685191,1635420,778521,623600,645078,668262,716485,751814,743951,768050,762921,733665,677225,626509,635723,570676,570461,571935,557144,553114,536687,625936,578882,588939,662883,719895,733245
THE DRIVER ERA,290449,281967,262344,338430,441384,494244,552920,569612,549120,554291,566690,610469,626379,705310,738966,785060,891971,922338,1000737,1036913,1071908,993021,922523,963005,916008,1005016,1011101,1079512,1152217,1200107,1138332,1130193,1164401,1155486,1245065,1194541
Mano Brown,290419,271445,248259,232273,239669,186672,173402,192937,218228,233856,230542,232422,402266,445444,375158,313177,268241,252171,260733,265525,271676,268805,268239,269532,267115,257768,256630,250345,246777,239505,233219,234100,235051,246148,246605,246444
Adrian Marcel,290293,283935,289476,291595,288838,307346,309542,297531,303771,314373,330097,346486,319679,323662,329475,307446,298685,310239,321266,316900,322039,311474,302880,305868,303370,313122,337677,337950,329356,332243,329624,334856,332528,341791,354244,377048
Per Asplin,290270,18905,14196,14663,12711,12294,9652,6734,6435,10273,23526,120824,308939,13355,7112,7148,6478,6167,5794,6615,7240,10017,19458,139178,328787,16676,7201,6141,5415,5301,5161,6141,6520,9049,19352,104923
Joy Corporation,290257,741960,828719,899051,770098,841014,926255,891293,874693,843953,812024,746958,881352,935015,862664,923084,950083,928582,1122695,968040,931508,914095,835781,775085,733528,715393,686082,545802,521341,469437,488427,442765,429519,417529,408079,407590
Skengdo,290186,277016,251301,260561,247839,226185,199201,265107,306429,335263,498353,389665,307469,304386,402498,341871,274780,265390,291685,376417,372804,389770,423777,379223,373346,400769,397169,371961,375736,435722,346067,321818,298012,303881,365467,420133
Los Titanes,290156,262532,268654,290933,309843,339592,366576,378105,403019,413665,411153,427985,464841,465130,526599,471683,457306,483989,505682,537899,580875,582786,599297,623007,660656,634819,730478,781658,796602,821541,822930,883565,859129,887960,917165,943201
Pomo,290128,287018,279973,315788,343168,326600,365170,359181,341207,344036,333465,347129,319976,337557,328962,313832,312620,296462,305592,320538,317096,293132,271617,260203,244187,256673,273694,302259,311333,284019,296437,296656,311679,327940,322235,313687
Gnags,290022,98884,104145,119253,131677,126982,140422,140467,145401,135548,132800,192678,309136,115601,122201,128487,145677,143971,146582,157343,149159,142531,148026,222031,337872,118761,130640,136052,145672,143538,144661,147321,136943,130903,131609,194435
Maria McKee,290011,388088,489223,478615,521760,548004,607044,550572,578244,579621,637410,640594,547954,684704,731667,709352,720532,695201,642472,668326,625362,646023,608817,595774,544122,635314,675666,656518,673542,692725,640308,621473,606329,577490,578505,573515
Luis Bacalov,289966,292974,287266,284043,284562,287419,303525,355839,462823,362139,337717,327100,319348,331798,329048,322999,347328,362459,351464,383591,354848,351185,345235,342988,348473,360210,366762,368128,366443,356919,338109,357156,369913,349547,360175,350747
Anna-Maria Zimmermann,289958,310170,351344,349960,327994,339062,369326,366735,392214,371358,360943,342738,355743,389087,480685,430387,464356,490591,492387,497176,484248,466435,503170,461232,496502,480230,568826,487063,483353,524786,510964,518375,518838,505813,534197,515616
OK KID,289802,274333,278549,284215,334265,288727,306829,273868,344743,310682,332174,305824,298922,278398,278022,261903,251801,246786,240157,229938,221631,212987,211176,194484,180070,243320,241333,227454,231771,226351,208601,196689,203874,197464,225845,192494
Egor Kreed,289793,296390,303952,311901,314471,320521,336571,356341,372967,367996,366617,365742,387246,397654,400336,412749,424658,442470,460453,737175,801038,1007467,1009408,1066897,1096526,1064094,1055458,1248654,1266765,1342470,1522154,1774566,1804973,1892673,1851802,1788005
Dabs,289746,268261,276939,616280,539488,426655,441552,565503,511743,534777,528746,546057,628637,623586,601589,561869,487157,485338,533153,606036,654356,633052,532017,383100,325358,307490,308463,278383,316104,320162,337751,277598,240892,236079,347095,345323
Poldoore,289722,303809,302507,303955,309323,322682,346176,356421,366151,367320,354156,316196,319870,330608,332362,333537,337312,342307,458152,429658,412880,367906,362171,353248,326551,349997,356956,504816,471117,459262,435507,399033,306481,299392,297294,289777
Jordan Jay,289697,267057,250929,349609,389733,440241,620856,530684,600504,665281,547023,590961,517922,624304,638087,587337,555045,498042,397927,370532,282509,363208,390770,514978,441087,439634,732874,694727,562471,455377,422944,427759,430036,382133,370924,318463
Armen Miran,289621,331885,319229,354743,357169,344062,364366,344604,353183,273041,259417,260031,256292,273277,276520,272904,288145,293258,303312,318547,329422,319728,317501,327406,320984,341554,353081,323321,324602,308214,323205,326003,333122,356471,304129,292463
VI-EM,289617,327728,293024,209428,181198,163318,154769,164511,154539,158859,171682,172869,174696,187216,190341,181666,168212,168345,161218,159602,155872,164546,172534,188130,210177,195133,181343,155529,143939,127990,125173,125682,160698,179314,243111,243660
King Lil G,289599,293518,298711,302023,295792,316304,308126,636569,691764,616457,634898,710163,662736,748114,842688,804386,722552,642411,637169,683673,613212,579425,573732,594915,662402,619291,604270,610896,606854,622065,616729,600094,715410,760245,779570,773997
MOSSS,289569,373574,505022,537438,441789,345461,312556,303925,319750,346502,299795,310832,278702,276410,269127,309057,574493,422050,413084,375734,338813,324251,280271,281164,262640,282075,289200,289075,313204,346200,262456,249880,240965,249727,271671,250629
Frankie Laine,289557,147372,141606,138855,141046,146836,147135,141248,153979,150348,151163,159351,181527,163323,162781,165498,178725,197000,189258,194722,224961,183133,185319,191011,195599,204349,232499,229723,246803,250878,243478,258260,267582,280356,297312,304436
Cassiane,289546,297689,309327,299087,300895,316722,351261,358373,405554,390474,391588,381142,387190,411336,442996,502815,453564,454968,483944,496605,530013,528192,534704,531030,545493,538984,570403,730214,804100,778978,774328,779142,804903,803502,759877,775930
Isaac Albéniz,289530,312898,316540,319528,240976,212241,214721,221396,229801,239179,256941,259449,244082,274010,276748,292418,346136,309539,354643,279770,289194,311363,311469,314004,303440,328318,318683,302075,288003,303772,286976,265670,264335,313018,308299,293579
Hank Mobley,289519,323653,299193,267971,243302,248561,238564,214428,253043,270469,279366,225961,199409,261858,259820,283627,301475,291916,283677,303033,326289,332571,342766,367758,345842,404687,401097,415164,405508,403952,382319,372383,396464,461377,595577,685818
Poke,289513,338031,579928,1239747,1467523,1347139,1321790,1410019,1301231,1207853,1178253,1081850,1142022,1051842,1011797,1180862,1506413,1214156,1215354,1325660,1186269,1058815,929886,972526,894492,841549,832858,854123,878528,985372,990897,932034,931339,916078,866724,895008
Phuture Noize,289471,315993,325461,387317,388078,380601,374031,409129,393534,402473,378246,363964,361325,406507,432769,451545,475933,479834,520924,546839,518347,495359,474110,467562,516369,511756,517782,525562,534332,549344,580497,579626,584447,664950,603973,552576
Kill Paris,289407,300202,347099,347505,322894,320522,311866,298705,305723,300067,287770,278873,269199,267236,291915,278150,246603,247759,255745,235671,255351,246194,262040,264417,251737,281018,273611,290450,301534,285765,267920,257770,237759,243289,250365,237383
Skip Marley,289361,285597,281636,294286,480944,3150389,1768700,1541147,1923660,846383,712441,1171694,798167,928926,953246,1146161,1566243,1571238,1794058,1609604,1872704,1620883,1508936,1454748,1357025,1358475,1368001,1453055,1442241,1378802,1348321,1300318,1192509,1134675,1240100,1167864
The Teskey Brothers,289329,359264,414965,362249,322262,367035,505521,668518,1007423,887749,881139,944719,886769,1003359,982721,933119,1015359,1207360,1071758,1021760,980068,986883,1097363,1237154,1630158,1212639,1229280,1171507,1325048,1316239,1229645,1268477,1326992,1384168,1458121,1427382
Paul Cardall,289210,124706,125951,132987,134042,129652,126219,140621,161473,179458,184096,268108,489805,194992,191136,205030,206611,188177,175479,179380,178380,177932,179026,263681,383413,207593,203596,190857,197651,175341,173077,161741,162400,182741,187194,231163
Tryhardninja,289181,301778,307138,331201,343917,351543,391472,449952,637052,668507,654813,636049,642897,667275,678218,716572,788162,802111,812570,873003,956757,925982,954001,922154,924139,970394,993367,1003122,973878,978636,955577,915670,912001,853451,852494,846413
Magnus Carlsson,289152,78005,89789,108623,116190,100531,99276,95460,89600,80447,88283,138614,333686,92437,99880,91022,87888,89272,102693,86067,87077,79834,87017,138786,309334,85240,93683,102078,93231,100286,119286,111063,101882,110235,111474,170361
Grease Live Cast,289106,279275,273548,275369,295594,367160,418416,365018,357966,352101,298585,248996,261436,230514,233838,218524,213317,213209,205907,201206,186878,164845,162677,155471,157036,157404,161478,160160,161668,165156,164252,160666,165468,162419,167375,162122
Michel Polnareff,288954,272382,288499,295815,298968,300851,298009,305414,343912,336498,336192,343501,350007,346035,370743,386964,446056,443985,437263,437867,396832,367803,412933,409454,471798,469819,489352,487737,506449,504098,464042,469376,463469,431074,453031,445769
baaskaT,288849,316411,342631,340742,283929,287542,263242,223495,224569,243012,233920,239160,231207,235396,282491,325606,328266,310330,269437,239255,228317,247961,273192,283379,244408,262390,256710,249442,247312,202565,180050,168014,180867,192357,187514,167347
Menahan Street Band,288765,290027,287318,287909,288170,287929,305402,286382,293343,289719,279384,345854,307625,300395,280618,276357,296592,392046,361656,335846,339066,322177,314750,320874,418124,450695,497464,511542,480051,472072,451895,418505,387734,392143,388891,388927
Outside Broadcast Recordings,288763,332376,333047,346590,352284,352526,343860,331476,351045,362472,385828,384988,380282,453553,458833,478166,544146,537072,461727,434358,411311,359990,339880,310639,268966,279340,255904,182395,175755,156827,132010,117854,109530,110706,108801,96879
The Sundays,288699,287035,283518,270482,266033,267440,269058,293078,309736,321805,340891,337458,314989,362566,380403,375271,404803,408841,399963,418063,418468,418041,439346,417011,384084,410466,448365,455431,462655,464702,463470,468304,476347,486144,497990,493586
Grupo Green,288638,247873,244323,241088,244591,250518,242158,273786,299302,355023,339796,386304,469118,406016,381123,331671,318231,339309,347754,353967,383655,401974,365466,365998,451126,352485,346262,313773,282339,267938,275965,290467,332066,369501,369879,376375
Daniela Araújo,288638,288241,276879,273433,242541,238191,242138,273483,338297,286763,255348,299835,302736,331001,320560,319844,282547,294544,299052,270974,255524,279377,259778,268046,274512,282696,347953,406803,392102,368280,358131,333255,315740,305524,272115,246722
Elliot Root,288597,346566,403565,440722,412405,352809,348321,365790,412811,423336,424838,414888,368734,384322,386212,362357,357716,364359,355151,345148,358274,361815,347006,312021,260608,284405,294641,301636,290907,282254,277253,270575,284951,313378,316065,292257
Steve James,288519,354883,372896,436034,544441,502821,574158,540876,553130,731582,706209,743153,712832,786293,1316158,958485,741662,705942,650471,585135,525020,471060,396926,374454,334708,339334,338367,343546,442229,552467,679844,646296,647125,661479,662595,655116
Alice Sara Ott,288386,357079,386216,463736,426223,395303,370907,310050,333323,395628,460147,462091,403740,601123,846928,1066621,1130549,1038212,947937,856070,868460,1007825,1129483,1183480,1157819,1364064,1318881,1377853,1312841,1224871,1131081,1145797,1219006,1363227,1554212,1590002
Inpetto,288381,302448,340864,345235,302821,246690,234652,194950,187460,175388,173397,169189,157752,165842,168575,159941,165065,196919,186276,194744,206352,201238,204271,210857,236439,206338,225829,221270,237588,232036,317413,357730,260683,244302,240789,226440
Monkey Majik,288233,133377,134971,231622,245819,222317,209949,236405,259359,278410,286586,283080,350153,277306,349700,352280,351205,370361,392107,416180,461030,466658,484508,577644,624028,613079,649518,706000,758306,753619,741382,720242,692344,681199,686284,673149
Mercury Rev,288230,496925,521345,347387,312228,291090,289009,297840,312910,332239,348777,371519,345785,365352,375013,386926,418161,431482,404415,375634,370309,380050,365030,355808,280911,273903,298683,291325,277431,281122,257210,269109,293028,286635,301110,310334
Guster,288210,339123,307848,350088,335246,316615,317094,341057,350026,384426,347068,358399,377304,364799,376838,373559,370005,377064,376592,380906,421740,392671,353798,368063,357962,350109,366701,382876,391366,442780,449649,417952,430927,422087,415572,414254
Lils,288002,326949,373132,398590,365202,284181,277637,282771,283102,251922,225555,209848,200019,189411,185488,169406,169450,171710,165719,158764,154533,151353,155031,143718,130015,131403,133916,131936,140161,138971,147177,143694,133910,141646,142178,137630
Stan Walker,287984,249047,230755,231355,231384,232004,261275,314875,358277,463676,482951,471555,552843,565106,557043,551748,497818,483259,466560,443352,626528,640244,666956,703511,689728,705223,727574,715505,671078,578559,557341,530534,776123,779637,746255,730824
twuan,287839,452440,518383,448869,433837,490730,513017,453015,500951,628045,684421,701646,600004,991602,1145475,1097246,1124327,973136,873558,795585,898590,869013,891553,944766,902099,778506,661270,654176,657187,581041,500710,449507,599446,1147086,894276,634840
Broertje,287784,242348,212826,207496,162474,142251,138952,280712,244233,207133,179533,157407,165045,139470,145735,238976,215651,182466,219796,198300,159490,147277,162145,177559,140606,165367,183433,155550,131044,122008,114434,99596,93493,89076,86999,86401
.ihaveaface,287780,245545,378692,484391,496789,452444,466206,312179,342985,398481,446794,492487,607003,622453,801609,672362,788073,705875,618673,581873,550259,652928,722133,664724,554358,632761,683595,639283,626187,633990,462636,464485,302832,316252,545312,429729
Emus DJ,287713,314063,278776,259035,257739,224960,211192,236163,249980,280337,294000,332821,353533,293865,292042,299593,282828,255234,242025,229158,249257,247345,284908,305760,317799,276104,260043,240945,211445,194012,189749,206729,221791,359066,431283,460124
Diego El Cigala,287654,280975,288990,285879,288744,294768,303544,358777,392800,474449,510921,519187,559657,542589,567503,512498,515319,1006271,2425944,2323327,2373386,2160445,1962430,2001238,2128764,2048640,1979041,1947737,1909812,1921552,1991272,1971240,2108499,2141374,2252427,2280906
Mystic,287615,305647,289409,274936,265100,277307,267752,253944,247072,253909,246958,243336,237645,247314,254055,236474,218939,227282,228585,225285,222042,219321,202251,193214,175430,182267,189172,194879,189113,189166,189776,181654,175376,164533,163055,159401
Maxima Alianza,287486,318631,287691,222333,192336,176377,166630,154497,146044,137389,122302,114822,105245,99744,95216,80316,75853,75027,78820,78159,78300,65674,57384,57459,53947,53306,54888,56003,53262,50738,49282,45287,44271,42833,41606,41267
Benjamin Booker,287362,345132,311505,282253,270746,254714,250249,251010,230938,213968,232749,230940,203959,225894,212910,200908,201538,199751,208837,204440,198833,196898,206281,211457,187738,195875,204289,203626,218453,209336,192219,169302,165988,168224,166762,161628
Jimmy Clash,287317,344926,362026,413973,361778,329621,279643,232652,240542,202718,200457,174524,188113,182845,171738,170821,169287,153743,174633,164182,151158,148308,157426,120114,109681,108455,145181,131875,128040,119466,123583,123747,413817,450424,453370,368301
Bernard Dubicki,287232,331416,310079,295146,340767,370785,378985,359769,350309,355597,393967,398561,388057,431249,405930,377159,357852,339409,318249,308523,303233,315564,303098,277946,258288,256150,206150,159521,158420,152652,149003,148680,167730,196099,222073,226824
Client Liaison,287227,308551,293928,303464,305398,307207,307701,267343,342758,342013,343333,322984,377671,403875,393364,366303,364694,342495,332014,318189,341476,361172,335607,371271,359045,456642,393540,364062,355125,341127,364357,340615,353571,377387,411100,386833
Moriarty,287219,312486,329333,331232,331036,332068,326607,371201,417052,437312,451188,465313,471618,498667,507676,521078,536552,542913,537258,562929,593275,626338,748356,797545,736849,780696,815445,812310,753754,823707,835728,678299,714025,726538,1087412,1085853
Labyrint,287185,271780,270221,270171,272479,266126,331394,310717,288659,266756,258231,240485,245487,233151,228676,219258,227986,227986,240283,224122,214873,200911,209344,191583,184205,186444,196887,199468,211574,216262,232169,226161,206865,203378,205155,201915
Herb Alpert & The Tijuana Brass,287176,287062,297971,289879,304899,326409,336408,384504,416453,424639,461747,500316,567559,532925,561291,576133,635263,668112,619088,623942,627751,638232,660416,765598,916078,954192,978825,984600,988224,988666,941657,936968,963665,949946,957485,959015
Merle Haggard & The Strangers,287161,296302,311526,331598,358125,383573,385823,396684,403687,417641,428692,428694,420058,438618,458543,478185,538119,588719,548271,535856,523444,499689,482453,467791,482434,470287,487713,494456,508337,521684,531001,545834,545074,568973,545247,539356
Ebe Dancel,287145,293847,307033,306651,258061,252080,241863,241360,276783,307010,332481,310576,300253,344935,478193,449046,387381,427699,396191,415297,439105,433842,526032,502922,441032,440393,450559,419682,416494,438658,466196,550978,576153,553102,560604,540851
Jürgen Drews,287080,305580,342716,350605,353536,378874,438723,440784,444577,438485,430310,375906,392407,435500,571557,425052,488316,518388,520381,528874,536788,490391,584692,563624,529586,575733,715532,604645,613775,644896,630701,637432,666796,654714,641910,585334
Amy Diamond,287001,90343,88313,90756,89314,86346,133229,142337,113217,104278,108052,167347,288678,99865,103920,100369,107529,116486,139145,132313,117590,102064,103140,153064,309130,103605,116140,117241,120201,132614,146952,133184,118525,106656,111546,176366
